id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,genericcolumn1,genericcolumn2,storageLocation,observerUid,processingStatus,duplicateQuantity,recordEnteredBy,dateEntered,dateLastModified,modified,sourcePrimaryKey-dbpk,recordId,references
110129,TEST,,,PreservedSpecimen,,CtAP176,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Hannu Hokkanen",,,,2004-00-00,2004,0,0,,,"06.08 - 13.08.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Ilomantsi",,,,Europe,0,,62.68943325,30.9070141,,,"62.68943325, 30.9070141",,,,,,145,,,,,"145 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP176,urn:uuid:15694dc6-bbba-457b-b937-81db05d0309b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110129
110130,TEST,,,PreservedSpecimen,,CtAP177,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"J. Kettunen",,,,2005-00-00,2005,0,0,,,"09.08.2005            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Joensuu",,,,Europe,0,,62.63119603,29.53391764,,,"62.63119603, 29.53391764",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP177,urn:uuid:bc067346-796e-4e22-b005-11fadcd79d91,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110130
110131,TEST,,,PreservedSpecimen,,CtAP178,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Alli Karhu",,,,2005-00-00,2005,0,0,,,"24.08 - 26.08.2005","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Liperi",,,,Europe,0,,62.54804461,29.13798368,,,"62.54804461, 29.13798368",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP178,urn:uuid:01a61638-acb6-40e1-a11e-65c6554b09c8,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110131
110132,TEST,,,PreservedSpecimen,,CtAP179,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Markku Ratinen",,,,2006-00-00,2006,0,0,,,"03.08 - 30.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Ilomantsi",,,,Europe,0,,62.51041169,30.88353161,,,"62.51041169, 30.88353161",,,,,,145,,,,,"145 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP179,urn:uuid:a64e2e28-7270-456d-8c59-0370823af0f6,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110132
110133,TEST,,,PreservedSpecimen,,CtAP180,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Jukka Kettunen",,,,2006-00-00,2006,0,0,,,"09.08.2006            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Joensuu",,,,Europe,0,,62.62866404,29.6701872,,,"62.62866404, 29.6701872",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP180,urn:uuid:8bc630b5-b788-44b2-a46f-a39db2005801,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110133
110134,TEST,,,PreservedSpecimen,,CtAP181,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2006-00-00,2006,0,0,,,"13.08 - 14.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP181,urn:uuid:c2fbfd82-8678-4e8f-9dcb-87f8a810fb27,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110134
110135,TEST,,,PreservedSpecimen,,CtAP182,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Jukka Kettunen",,,,2006-00-00,2006,0,0,,,"13.08 - 15.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Joensuu",,,,Europe,0,,62.62866404,29.6701872,,,"62.62866404, 29.6701872",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP182,urn:uuid:37030026-98f8-46cd-bfb0-f65c7df4995b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110135
110136,TEST,,,PreservedSpecimen,,CtAP183,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2006-00-00,2006,0,0,,,"17.08 - 18.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP183,urn:uuid:a73d9471-5dfd-4b0e-b4d2-0d6a9a621f73,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110136
110137,TEST,,,PreservedSpecimen,,CtAP184,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2006-00-00,2006,0,0,,,"18.08 - 19.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP184,urn:uuid:4ead06ff-c107-4f87-82f7-81a06952af50,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110137
110138,TEST,,,PreservedSpecimen,,CtAP185,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2006-00-00,2006,0,0,,,"24.08 - 25.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP185,urn:uuid:af0b33a1-8191-448d-a78d-8f0f288fd090,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110138
110139,TEST,,,PreservedSpecimen,,CtAP186,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Ali Karhu",,,,2006-00-00,2006,0,0,,,"27.08 - 29.08.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Liperi, Kaatamo",,,,Europe,0,,62.54804461,29.13798368,,,"62.54804461, 29.13798368",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP186,urn:uuid:2ec752c6-d9c3-4f8f-bd3d-6f459732ef39,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110139
110140,TEST,,,PreservedSpecimen,,CtAP187,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Ali Karhu",,,,2006-00-00,2006,0,0,,,"30.08 - 01.09.2006","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Liperi, Kaatamo",,,,Europe,0,,62.54804461,29.13798368,,,"62.54804461, 29.13798368",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP187,urn:uuid:c8e927ec-2077-4f66-8d0e-51eb366b3599,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110140
110141,TEST,,,PreservedSpecimen,,CtAP188,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2007-00-00,2007,0,0,,,"12.08 - 13.08.2007","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP188,urn:uuid:da4068db-75d5-47d7-a13b-797dd6a17c66,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110141
110142,TEST,,,PreservedSpecimen,,CtAP189,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2007-00-00,2007,0,0,,,"14.08 - 15.08.2007","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP189,urn:uuid:c3dd5499-6cdc-4176-a3e1-3f59690f2990,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110142
110143,TEST,,,PreservedSpecimen,,CtAP190,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Rytkönen Jorma",,,,2007-00-00,2007,0,0,,,"22.08 - 23.08.2007","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kb; Kitee, Niinikumpu",,,,Europe,0,,61.99635793,29.86287121,,,"61.99635793, 29.86287121",,,,,,100,,,,,"100 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP190,urn:uuid:fe75bf30-1118-4811-9d65-d364be853433,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110143
110144,TEST,,,PreservedSpecimen,,CtAP191,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,,,,,,,,,,,maakuntahavainto,"Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; 0",,,,Europe,0,,,,,,"0, 0",,,,,,,,,,,,,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP191,urn:uuid:cc2742c5-0b3c-4152-9dc1-5d37c312304e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110144
110145,TEST,,,PreservedSpecimen,,CtAP192,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,M.Sinervirta,,,,2000-00-00,2000,0,0,,,"23.07 - 28.07.2000","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Rautjärvi",,,,Europe,0,,61.37621229,29.43170717,,,"61.37621229, 29.43170717",,,,,,80,,,,,"80 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP192,urn:uuid:515f2c9c-68b6-4661-b183-8647f4274f4b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110145
110146,TEST,,,PreservedSpecimen,,CtAP193,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Hannu Hokkanen",,,,2004-00-00,2004,0,0,,,"30.07 - 07.08.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Parikkala",,,,Europe,0,,61.46586483,29.43869552,,,"61.46586483, 29.43869552",,,,,,69,,,,,"69 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP193,urn:uuid:7532ca75-68b8-4ae8-ba3a-290853ec5453,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110146
110147,TEST,,,PreservedSpecimen,,CtAP194,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Hannu Hokkanen",,,,2004-00-00,2004,0,0,,,"07.08 - 14.08.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Parikkala",,,,Europe,0,,61.46586483,29.43869552,,,"61.46586483, 29.43869552",,,,,,69,,,,,"69 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP194,urn:uuid:578c39ca-d3df-474b-b11a-116254ad7ef9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110147
110148,TEST,,,PreservedSpecimen,,CtAP195,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala",,,,2005-00-00,2005,0,0,,,"08.2005      ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; imago Rautjärvi",,,,Europe,0,,61.37621229,29.43170717,,,"61.37621229, 29.43170717",,,,,,80,,,,,"80 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP195,urn:uuid:b3c138d2-9a1d-4115-b860-4381b8d2fbff,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110148
110149,TEST,,,PreservedSpecimen,,CtAP196,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala",,,,2006-00-00,2006,0,0,,,"08.2006            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Rautjärvi",,,,Europe,0,,61.37621229,29.43170717,,,"61.37621229, 29.43170717",,,,,,80,,,,,"80 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP196,urn:uuid:b1574a2d-2215-400f-9666-cdbf35d8736f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110149
110150,TEST,,,PreservedSpecimen,,CtAP197,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala",,,,2006-00-00,2006,0,0,,,"12.08 - 20.08.2006            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Rautjärvi, Simpele",,,,Europe,0,,61.37621229,29.43170717,,,"61.37621229, 29.43170717",,,,,,80,,,,,"80 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP197,urn:uuid:5bde4b0e-d2b7-4a00-8bce-7e509c391f5a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110150
110151,TEST,,,PreservedSpecimen,,CtAP198,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala",,,,2007-00-00,2007,0,0,,,8.2007,"Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Parikkala",,,,Europe,0,,61.46586483,29.43869552,,,"61.46586483, 29.43869552",,,,,,69,,,,,"69 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP198,urn:uuid:164584ea-7ed0-4a50-aac9-e8df9a44f20f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110151
110152,TEST,,,PreservedSpecimen,,CtAP199,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala",,,,2008-00-00,2008,0,0,,,"08.2008            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Parikkala",,,,Europe,0,,61.46586483,29.43869552,,,"61.46586483, 29.43869552",,,,,,69,,,,,69m,,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP199,urn:uuid:d2117aa8-038e-42da-9e47-faabe6f2ae74,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110152
110153,TEST,,,PreservedSpecimen,,CtAP200,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"SIP Haapala, Ari Uusimäki",,,,2008-00-00,2008,0,0,,,"05.08 - 27.08.2008            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"Kl; Parikkala, Siikalahti, Kasinniemi",,,,Europe,0,,61.56311073,29.56511161,,,"61.56311073, 29.56511161",,,,,,70,,,,,"70 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP200,urn:uuid:03a2a8b0-fa7c-4343-94bb-d02183d07be3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110153
110154,TEST,,,PreservedSpecimen,,CtAP201,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,,,,,,,,,,,maakuntahavainto,"Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; 0",,,,Europe,0,,,,,,"0, 0",,,,,,,,,,,,,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP201,urn:uuid:220e962e-61ba-4ee7-85a2-f9b2bd9cfbf7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110154
110155,TEST,,,PreservedSpecimen,,CtAP202,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Henry Holmberg ja Arne Graeffe",,,,2003-00-00,2003,0,0,,,"28.07 - 04.08.2003            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Hanko, Tvärminne",,,,Europe,0,,59.81384256,23.07803456,,,"59.81384256, 23.07803456",,,,,,,,,,,"0 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP202,urn:uuid:08afd38b-1fb2-47f9-a3d2-30b8616262e9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110155
110156,TEST,,,PreservedSpecimen,,CtAP203,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Ilkka Kontuniemi",,,,2003-00-00,2003,0,0,,,"01.08.2003            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Pernaja",,,,Europe,0,,60.31797435,26.09527258,,,"60.31797435, 26.09527258",,,,,,21,,,,,"21 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP203,urn:uuid:cf1798d9-db2a-4553-a32b-385a914feaf3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110156
110157,TEST,,,PreservedSpecimen,,CtAP204,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Ilkka Kontuniemi",,,,2004-00-00,2004,0,0,,,"28.07 - 31.07.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Pernaja",,,,Europe,0,,60.31797435,26.09527258,,,"60.31797435, 26.09527258",,,,,,21,,,,,"21 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP204,urn:uuid:91db5a18-e3dd-4427-a39f-1940561b1252,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110157
110158,TEST,,,PreservedSpecimen,,CtAP205,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Vesa Lepistö",,,,2004-00-00,2004,0,0,,,"31.07.2004            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Sipoo",,,,Europe,0,,60.22136787,25.37620792,,,"60.22136787, 25.37620792",,,,,,,,,,,"0 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP205,urn:uuid:c0d67ed2-52c1-4bd1-beab-f70f239c5900,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110158
110159,TEST,,,PreservedSpecimen,,CtAP206,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,B.Jokinen,,,,2004-00-00,2004,0,0,,,04.08.2004,"Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Pyhtää, Myllykylä",,,,Europe,0,,60.50005085,26.63608799,,,"60.50005085, 26.63608799",,,,,,20,,,,,"20 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP206,urn:uuid:331ef76e-0f0b-4be5-9eba-18e38d3fc6ae,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110159
110160,TEST,,,PreservedSpecimen,,CtAP207,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Börje Jokinen",,,,2004-00-00,2004,0,0,,,04.08.2004,"Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Pyhtää, Myllykylä",,,,Europe,0,,60.50916298,26.69058825,,,"60.50916298, 26.69058825",,,,,,20,,,,,"20 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP207,urn:uuid:7b6f595e-58de-4f58-8234-3bd5c6233d0e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110160
110161,TEST,,,PreservedSpecimen,,CtAP208,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"M. Rantala & A. Oksanen",,,,2004-00-00,2004,0,0,,,"09.08 - 18.08.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Kerava, Keravan kartano",,,,Europe,0,,60.40640778,25.11292871,,,"60.40640778, 25.11292871",,,,,,47,,,,,"47 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP208,urn:uuid:cbd019c4-e774-4838-90da-12cbe6830bad,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110161
110162,TEST,,,PreservedSpecimen,,CtAP209,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"M.Rantala & A.Oksanen",,,,2004-00-00,2004,0,0,,,"09.08 - 18.08.2004","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Kerava",,,,Europe,0,,60.40640778,25.11292871,,,"60.40640778, 25.11292871",,,,,,47,,,,,"47 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP209,urn:uuid:f850e61f-f923-4a4f-87a6-b2cc549ff03c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110162
110163,TEST,,,PreservedSpecimen,,CtAP210,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Vesa Lepistö",,,,2004-00-00,2004,0,0,,,"10.08.2004            ","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Sipoo",,,,Europe,0,,60.22136787,25.37620792,,,"60.22136787, 25.37620792",,,,,,,,,,,"0 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP210,urn:uuid:14ce24b6-0bd0-450e-9c2e-2421bbfa26b4,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110163
110164,TEST,,,PreservedSpecimen,,CtAP211,"Finnish Material",,,,,,"Calyptra thalictri",,,,,,,,,,,,,,"Kari Ojala ja Kimmo Inkinen",,,,2005-00-00,2005,0,0,,,"10.08 - 25.08.2005","Sample Donor: Lauri Kaila Donor email: lauri.kaila@helsinki.fi",,,,N/A,,,,,,,,Adult,NA,,,,,Finland,"N; Kirkkonummi, Porkkalanniemi",,,,Europe,0,,59.93475811,24.31675455,,,"59.93475811, 24.31675455",,,,,,,,,,,"0 m",,,,,,,,,,"2018-08-28 08:02:29","2018-08-28 08:02:29","2018-08-28 08:02:29",CtAP211,urn:uuid:227952b1-74f5-4d8f-b7bd-89fc1606bf59,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=110164
